Iteration,Phase,Id,X,Y,Weight
20,,15,,,
0,0,0,126.39958658016997,593.6327319123246,10.0
0,0,1,166.4968257212611,257.1039665842445,10.0
0,0,2,245.97610284435143,51.83298220265104,10.0
0,0,3,170.21100965038835,128.15821754310167,10.0
0,0,4,252.3145053013833,150.8455372713776,10.0
0,0,5,147.98711919220682,377.00910585285123,10.0
0,0,6,200.83229811990955,353.1811743528282,10.0
0,0,7,600,600,10.0
0,0,8,217.11934543725846,0,10.0
0,0,9,473.6186096072752,338.72529393465175,10.0
0,0,10,308.4144113221149,390.01412410838867,10.0
0,0,11,306.6374674607922,2.10889484117007,10.0
0,0,12,418.8242778074782,409.4742329248132,10.0
0,0,13,295.6523122754356,600,10.0
0,0,14,36.737823384721935,331.7742352456568,10.0
0,1,0,126.39958658016997,593.6327319123246,10.0
0,1,1,55.06557467862672,326.23687288883167,11.0
0,1,2,245.97610284435143,51.83298220265104,10.0
0,1,3,170.21100965038835,128.15821754310167,10.0
0,1,4,252.3145053013833,150.8455372713776,10.0
0,1,5,147.98711919220682,377.00910585285123,10.0
0,1,6,200.83229811990955,353.1811743528282,10.0
0,1,7,600,600,10.2045122260654
0,1,8,195.71086851974587,0,10.16192645578645
0,1,9,473.6186096072752,338.72529393465175,10.0
0,1,10,308.4144113221149,390.01412410838867,10.0
0,1,11,306.6374674607922,2.10889484117007,10.0
0,1,12,418.8242778074782,409.4742329248132,10.0
0,1,13,320.1887408976232,600,10.699582938455451
0,1,14,36.737823384721935,331.7742352456568,10.0
0,2,0,600,399.819258909924,10.0
0,2,1,600,319.1527580846784,11.0
0,2,2,259.1848026235992,600,10.0
0,2,3,514.0150971727952,526.4697014963482,10.0
0,2,4,271.31078052855656,600,10.0
0,2,5,600,191.7141298486743,10.0
0,2,6,263.54795737165097,267.78456517073084,10.0
0,2,7,0,0,10.2045122260654
0,2,8,400.4803896731931,600,10.16192645578645
0,2,9,57.40309333333437,311.6009338873572,10.0
0,2,10,52.97211827298662,266.19978624499856,10.0
0,2,11,177.8650627236861,600,10.0
0,2,12,0,0,10.0
0,2,13,47.88006102039898,173.9971774331497,10.699582938455451
0,2,14,600,244.3434393180767,10.0
1,0,0,600,372.68703659806926,10.0
1,0,1,600,292.0017428065934,11.0
1,0,2,259.1848026235992,600,10.0
1,0,3,540.3382873642744,510.1103744307552,10.0
1,0,4,254.05295645399207,592.265096374273,10.0
1,0,5,600,191.7141298486743,10.0
1,0,6,273.653023444012,261.19304178257113,10.0
1,0,7,0,0,10.2045122260654
1,0,8,374.51736260161806,576.3594953684592,10.16192645578645
1,0,9,57.40309333333437,311.6009338873572,10.0
1,0,10,74.77988835612405,260.6261650714372,10.0
1,0,11,177.8650627236861,600,10.0
1,0,12,0.4998074621830142,0,10.0
1,0,13,47.88006102039898,173.9971774331497,10.699582938455451
1,0,14,600,244.3434393180767,10.0
1,1,0,600.0,366.08284551280053,10.769573002222177
