Iteration,Id,X,Y
20,15,,
0,0,214.57626565242296,452.2905438541727
0,1,152.71261506694594,199.67125150103402
0,2,152.11652073666585,50.966796547439344
0,3,159.51279123372166,124.56048688891718
0,4,384.66312231982033,196.74334520103795
0,5,384.5921126914615,196.74061492523452
0,6,15.371018932003324,345.1269305118002
0,7,524.4819126714237,335.4955426901318
0,8,226.40650593893383,162.11264689100005
0,9,384.57576516138886,196.7970918360221
0,10,384.5379218311184,196.79933080909998
0,11,384.4129835645899,196.7431339213897
0,12,384.73747825255543,196.75681843151278
0,13,178.7308143385876,453.24625805397596
0,14,600.0,600.0
1,0,214.57626565242296,452.2905438541727
1,1,384.44956874337163,196.75791209226705
1,2,152.11652073666585,50.966796547439344
1,3,159.51279123372166,124.56048688891718
1,4,384.66312231982033,196.74334520103795
1,5,384.5921126914615,196.74061492523452
1,6,384.3033772473255,196.68987474063817
1,7,524.4819126714237,335.4955426901318
1,8,384.3573873899816,196.70830043400343
1,9,396.11067544886544,215.7291142015115
1,10,396.01338568919857,215.7896113158839
1,11,384.4129835645899,196.7431339213897
1,12,396.0058580678257,215.86941634424414
1,13,178.7308143385876,453.24625805397596
1,14,396.0291967159152,215.89019684015426
2,0,395.96441165807556,215.89372927335123
2,1,395.9810115159955,215.83228709056516
2,2,152.11652073666585,50.966796547439344
2,3,395.96744608964093,216.0081865347697
2,4,384.00104278593847,184.507695568792
2,5,384.02853480432293,184.49600946300922
2,6,383.97143393491217,184.4315601632871
2,7,383.9575934609437,184.44276626885744
2,8,222.51764500683043,180.08284551506955
2,9,396.11067544886544,215.7291142015115
2,10,396.01338568919857,215.7896113158839
2,11,222.50302470127176,180.1337565444979
2,12,396.0058580678257,215.86941634424414
2,13,178.7308143385876,453.24625805397596
2,14,222.46257847608177,180.0954557924295
3,0,222.52787093269268,180.11660223668412
3,1,222.55575453195624,180.11422156389574
3,2,222.62868355685202,180.1413619929929
3,3,222.7186764155056,180.1140263554248
3,4,222.62380412275002,180.04596284379028
3,5,384.02853480432293,184.49600946300922
3,6,222.76316583844414,180.13877931610057
3,7,222.7782251306243,180.09701293698987
3,8,222.51764500683043,180.08284551506955
3,9,396.11067544886544,215.7291142015115
3,10,222.76477506209372,180.0717196491928
3,11,222.50302470127176,180.1337565444979
3,12,222.74680907397334,180.1175562804988
3,13,222.76516895934884,180.09053809005985
3,14,222.73835134549688,180.05268440439738
4,0,222.81168767124672,180.0660646885218
4,1,222.55575453195624,180.11422156389574
4,2,222.62868355685202,180.1413619929929
