Iteration,Id,X,Y
50,30,,
0,0,163.34973680656196,432.10532313657154
0,1,348.0234003175194,249.7271947106523
0,2,347.877507415518,249.71361243461143
0,3,189.85259549589267,60.25938891422936
0,4,348.0340070886102,249.68868617228134
0,5,348.0738347795999,249.71719061376433
0,6,277.3437327507496,137.98821572912422
0,7,348.0439927247715,249.62785327218967
0,8,374.9792154518144,273.0871627609916
0,9,348.08139731715886,249.69008864297155
0,10,347.98567864739425,249.59185589512325
0,11,347.961828738446,249.5910766249737
0,12,348.0317175186294,249.50164458940054
0,13,348.06475751330765,249.5893285433518
0,14,347.9786893625122,249.52249804332465
0,15,347.99961714558225,249.61726727474442
0,16,348.07575580536155,249.45794787136813
0,17,348.08548113012637,249.56491826386042
0,18,348.0458827929487,249.54482572231282
0,19,348.24946915978506,249.40797120095434
0,20,348.326230590354,249.48979630033892
0,21,348.34842529307866,249.4912323011197
0,22,348.264276692019,249.49254636275245
0,23,348.39340981029136,249.458685354555
0,24,348.3819334264969,249.3385437186667
0,25,348.45102830374066,249.31769050907417
0,26,348.3977927744255,249.40571622534424
0,27,348.2572717949997,249.31823636032908
0,28,348.5080704437176,249.38466467024605
0,29,348.49390789468526,249.2367901941689
1,0,163.34973680656196,432.10532313657154
1,1,348.5160940586941,249.1738634251294
1,2,348.5292638261225,249.2038582865705
1,3,348.5230801391983,249.2194255861977
1,4,348.6051599143422,249.19138776968236
1,5,348.6195590282739,249.1918433278216
1,6,348.5583215713861,249.07780433770853
1,7,348.52199410628765,249.03764048051949
1,8,348.5457724068556,249.09231427601085
1,9,348.4586887408168,249.08569410686385
1,10,348.4658465062092,249.07719867666793
1,11,348.58830647234845,249.05417644487864
1,12,348.5409591476299,248.88817829688867
1,13,348.6723487676344,248.86293508737776
1,14,348.61836818544634,248.91601482201008
1,15,348.6323246975065,248.78882521851074
1,16,348.60646148326487,248.80822427619415
1,17,348.70570873771345,248.8703078586862
1,18,348.7544043934779,248.91730539362456
1,19,348.63188240496083,248.84035955751762
1,20,348.7691594792259,248.88751034922885
1,21,348.7967494399405,248.92192314135343
1,22,348.8493889221769,248.9446083848589
1,23,348.85247353243057,248.9491662801338
1,24,348.834874229761,248.91876584716712
1,25,348.8409587317729,248.93216162759856
1,26,348.7743201080609,248.83766569505647
1,27,348.80241144655923,248.78904440083565
1,28,348.80858190947174,248.70616549471325
1,29,348.49390789468526,249.2367901941689
2,0,348.8168779406038,248.71153562402205
2,1,348.8333372511681,248.82530450858448
2,2,348.73389000951636,248.7705861507435
2,3,348.847690168001,248.66283349471868
2,4,348.85138281298254,248.59658592884247
2,5,348.9470978694204,248.57236872644614
2,6,348.5583215713861,249.07780433770853
2,7,348.92832433556794,248.6593716024437
2,8,349.07790792961026,248.62481804207232
2,9,349.1284628448941,248.547280724043
2,10,349.12544018003666,248.69219657156162
2,11,349.10228926836743,248.492724685914
2,12,349.06351762249926,248.43209754169254
2,13,349.1267858462386,248.36623151526655
2,14,349.08805884625696,248.4011047762059
2,15,349.07841340085383,248.32544183782608
2,16,349.1234288885591,248.4136940417385
2,17,349.1100288624077,248.33777113354233
2,18,349.2095864367982,248.22028521894572
2,19,349.1942509640418,248.24500978453196
2,20,349.2922712123569,248.23894523273523
2,21,349.26750780044864,248.22838348788838
2,22,349.3100543443534,248.28399420254075
2,23,349.3086250462822,248.22259733894808
2,24,349.25053348697134,248.2019679758621
2,25,349.25533912340575,248.25295443271824
