Iteration,Id,X,Y
10,10,,
0,9,277.80441468901284,223.98715883702522
0,5,373.74101693382113,445.0721935564377
0,3,142.77877625513483,326.5375351775711
0,6,476.0040502569978,493.1724253918361
0,7,194.29965889989745,90.50950435470116
0,4,141.62885384246073,61.8996205384295
0,0,506.6531109150289,454.77264176418146
0,1,80.61854646744072,508.46024216233957
0,8,136.0235156286293,577.3770215006298
0,2,573.6205631335497,568.6964922356096
1,4,239.5546416725987,245.00992767122608
1,9,237.42586637779192,248.1957523499162
1,1,259.04021845801003,254.85760314240275
1,5,218.82277175089703,296.91289434613685
1,3,209.08331333822434,290.8066812546197
1,7,251.65649668752894,409.42711312401195
1,2,188.5516601616353,262.90983102437974
1,6,476.0040502569978,493.1724253918361
1,8,122.5473084688781,103.75495105214884
1,0,506.6531109150289,454.77264176418146
2,2,240.58966449991854,243.6494336635117
2,4,239.5546416725987,245.00992767122608
2,9,243.24262207350995,248.33063337311037
2,1,235.60789783474786,239.35383169188378
2,6,328.5503105541741,342.08583281735923
2,8,330.7000470321363,344.48000641696166
2,5,218.82277175089703,296.91289434613685
2,3,233.8491118616767,222.59453680659266
2,7,251.65649668752894,409.42711312401195
2,0,63.05941890046222,108.1134945172532
3,6,291.4843931319121,296.32658287611093
3,2,240.58966449991854,243.6494336635117
3,4,239.5546416725987,245.00992767122608
3,9,243.24262207350995,248.33063337311037
3,1,235.60789783474786,239.35383169188378
3,3,246.63427238618544,253.1420359445548
3,5,256.82999406125504,247.4618656075715
3,8,330.7000470321363,344.48000641696166
3,7,258.61180879482237,259.98948223856974
3,0,224.19714373280425,231.03034301609586
4,6,291.4843931319121,296.32658287611093
4,2,289.74870135331196,293.7804334075311
4,9,288.6714062986557,292.1895245183872
4,7,285.51291034014355,294.55673077521516
4,0,280.21439641426997,284.0780808970249
4,5,275.72147104808033,286.5793100625813
4,4,239.5546416725987,245.00992767122608
4,8,272.4059542730453,279.827476344661
4,3,236.9259892213788,244.7231072851687
4,1,235.60789783474786,239.35383169188378
5,3,295.02011540326305,298.9095417435198
5,4,301.43293164855294,305.13498288806016
5,8,304.0871357856293,304.8089088208761
5,0,293.83327321875225,298.14953951889015
5,6,291.4843931319121,296.32658287611093
5,1,290.46369987961276,294.3931958192653
5,2,289.74870135331196,293.7804334075311
5,5,288.3579065619116,293.0937306349767
5,9,288.6714062986557,292.1895245183872
5,7,287.6180419911828,292.9156602378345
6,0,298.4357180569563,301.09291883307543
6,9,298.9825751838302,302.25562303728447
6,8,300.75840198340416,303.0422728491943
6,6,296.8114927464762,300.01136937014974
6,3,296.81739347088865,299.16300436301646
6,5,301.41034794899764,304.94335460617964
6,4,301.43293164855294,305.13498288806016
6,7,303.4674058416609,306.39031014312184
6,2,304.37345162781696,306.2576089750438
6,1,304.78306464869297,306.2477839471067
7,3,298.6117028996091,300.6259998897151
7,5,299.1866931751342,301.48379895864645
7,6,298.67557402692006,301.20463522622
7,4,299.02486505335935,301.61970047894346
7,0,298.4357180569563,301.09291883307543
7,9,299.43087911903507,302.08305653327534
7,2,298.54396600967397,301.75916949655465
7,8,300.75840198340416,303.0422728491943
7,1,300.34452756894893,303.33089467520085
7,7,301.2709389076987,304.66105690981857
8,7,298.6381516879689,300.65371325527894
8,3,298.6117028996091,300.6259998897151
8,4,298.81131310392885,301.0142833559575
8,2,298.6165812607558,300.73487834775835
8,1,298.38947943580365,300.2037354747068
8,6,298.88580578274866,301.1869701284384
8,0,298.8090688312062,301.1356817579048
8,5,298.86549683631796,301.2023218794485
8,9,298.73658969335185,301.0862481432965
8,8,298.3746809559593,300.65930124490745
9,2,299.0684320359558,301.0031848142401
9,1,298.84059423142776,300.7614575698012
9,6,298.94671081405534,300.92513223894446
9,0,298.94723877392954,300.93984791025014
9,5,298.803474232999,300.78206858356754
9,3,298.8760265522786,300.8847574551771
9,7,298.8371842902868,300.8454341768969
9,4,298.73189834294357,300.82188445580647
9,9,298.66752002390206,300.71353516582616
9,8,298.5688248625673,300.7629296284468
