Iteration,Id,X,Y
20,15,,
0,0,552.8740495877036,229.76819853745874
0,1,346.0611014266006,197.97775527406733
0,2,346.17786972743943,198.0306231569678
0,3,138.29314921079708,460.4965767634136
0,4,294.0407133172019,62.615615277820694
0,5,314.97269527773136,61.22936249803632
0,6,346.17920000819794,198.14571815330487
0,7,346.23852467435864,198.03162909623353
0,8,159.18209841418727,36.52746137315529
0,9,420.66098493965376,465.3585151978522
0,10,346.18197055688404,197.9557637246541
0,11,346.1586739575954,198.01215871589355
0,12,229.13472671899862,535.4239745166183
0,13,393.1663774675091,165.68300081091576
0,14,342.1100358753427,527.1784340435205
1,0,346.25557865651797,198.10353071640887
1,1,346.22814950744663,198.12425587522293
1,2,346.17786972743943,198.0306231569678
1,3,138.29314921079708,460.4965767634136
1,4,294.0407133172019,62.615615277820694
1,5,346.2755376087143,197.92354392607425
1,6,346.2489669220487,197.8585120473468
1,7,339.4714307754222,223.07033505078206
1,8,159.18209841418727,36.52746137315529
1,9,339.6711415074789,223.03679675975545
1,10,339.5672781725365,223.05795883269496
1,11,339.5613601403455,223.11526841985716
1,12,229.13472671899862,535.4239745166183
1,13,393.1663774675091,165.68300081091576
1,14,342.1100358753427,527.1784340435205
2,0,346.25557865651797,198.10353071640887
2,1,346.22814950744663,198.12425587522293
2,2,339.66299348670367,223.215056133682
2,3,339.6613964322476,223.16810149808458
2,4,339.67373600156253,223.21270577922593
2,5,339.7005988746968,223.20797899764736
2,6,346.2489669220487,197.8585120473468
2,7,332.33604200453317,247.88783412729543
2,8,332.38264784825304,247.90074454749342
2,9,332.3735206601365,247.80121133866464
2,10,332.25159010316895,247.88395294371372
2,11,339.5613601403455,223.11526841985716
2,12,229.13472671899862,535.4239745166183
2,13,332.2149228151009,247.79803391457207
2,14,342.1100358753427,527.1784340435205
3,0,346.25557865651797,198.10353071640887
3,1,346.22814950744663,198.12425587522293
3,2,339.66299348670367,223.215056133682
3,3,332.36729861456877,247.87841147665404
3,4,339.67373600156253,223.21270577922593
3,5,332.19203866094944,247.83384194744525
3,6,346.2489669220487,197.8585120473468
3,7,325.38084187984515,272.7728925920183
3,8,325.33622887165916,272.739025752337
3,9,325.3867457472397,272.7826508485138
3,10,325.3725730408108,272.72730564587744
3,11,339.5613601403455,223.11526841985716
3,12,325.40455616570966,272.73819239253936
3,13,332.2149228151009,247.79803391457207
3,14,325.2309745432909,272.78184710709235
4,0,325.2498129103464,272.73608120784445
4,1,346.22814950744663,198.12425587522293
4,2,325.2253881269339,272.7233661613077
4,3,332.36729861456877,247.87841147665404
4,4,339.67373600156253,223.21270577922593
4,5,325.16596545209217,272.7093461262433
4,6,325.1970527295504,272.7921825548668
4,7,325.2364769582006,272.9208035110575
4,8,325.33595522009074,272.8698613430087
4,9,325.3867457472397,272.7826508485138
4,10,325.2590603589368,272.9794787462825
4,11,325.30828429281,272.8929809960473
4,12,325.40455616570966,272.73819239253936
4,13,332.2149228151009,247.79803391457207
4,14,325.2309745432909,272.78184710709235
5,0,325.22009076251413,273.0101287581101
5,1,255.4369900224099,255.3917329278533
5,2,325.2253881269339,272.7233661613077
5,3,332.36729861456877,247.87841147665404
5,4,339.67373600156253,223.21270577922593
5,5,325.1714101959664,272.9408043909797
5,6,325.1970527295504,272.7921825548668
5,7,318.62009025434514,297.6968552401909
5,8,325.33595522009074,272.8698613430087
5,9,318.618630023422,297.64946652499657
5,10,318.6100036151599,297.67783780600814
5,11,318.5841879591091,297.5787808892792
5,12,318.5070301842364,297.6485414606565
5,13,318.5437320484576,297.73103670513194
5,14,318.46139840129473,297.6580100111352
6,0,325.22009076251413,273.0101287581101
6,1,318.4034149732866,297.645414320169
6,2,325.2253881269339,272.7233661613077
6,3,332.36729861456877,247.87841147665404
6,4,339.67373600156253,223.21270577922593
6,5,325.1714101959664,272.9408043909797
6,6,325.1970527295504,272.7921825548668
6,7,318.43595216155154,297.5806309054333
6,8,318.4510177787596,297.65580060820815
6,9,318.618630023422,297.64946652499657
6,10,318.2802685176139,297.7064920124536
6,11,318.14547218533676,297.6776696976903
6,12,318.2057202177101,297.72734118999097
6,13,318.1293845384102,297.76294546870145
6,14,318.12723491585706,297.69018023436956
7,0,318.1329902112216,297.7529798277058
7,1,317.96916530592733,297.7743434046263
7,2,318.00195784086566,297.7046981031836
7,3,332.36729861456877,247.87841147665404
7,4,317.86652310111106,297.71336246506183
7,5,325.1714101959664,272.9408043909797
7,6,317.89921233996984,297.7067255718358
7,7,318.43595216155154,297.5806309054333
7,8,318.4510177787596,297.65580060820815
7,9,318.618630023422,297.64946652499657
7,10,318.2802685176139,297.7064920124536
7,11,317.91013410721513,297.74815777041954
7,12,317.72549363819604,297.71560496879613
7,13,318.1293845384102,297.76294546870145
7,14,318.12723491585706,297.69018023436956
8,0,317.7398328728299,297.74593974436107
8,1,317.73207405251475,297.7899600414454
8,2,317.63513475953954,297.7067555480146
8,3,317.71240547511513,297.66205026395664
8,4,317.74187440903904,297.701151236505
8,5,325.1714101959664,272.9408043909797
8,6,317.89921233996984,297.7067255718358
8,7,318.43595216155154,297.5806309054333
8,8,318.4510177787596,297.65580060820815
8,9,317.6151140241462,297.68385984299357
8,10,318.2802685176139,297.7064920124536
